shaft_diameter,hub_length,shaft_type,shaft_material,has_bending,safety_factor,surface_condition,mu_override,hub_outer_diameter,shaft_inner_diameter,required_torque,pref_ease,pref_movement,pref_cost,pref_vibration,pref_speed,pref_bidirectional,pref_maintenance,pref_durability,label,analytical_label,feasible
60.0,74.0,hollow,SteelC45E,1.0,1.7,dry,,152.0,30.0,169943.0,0.5,0.9,0.4,0.0,0.4,0.5,0.3,0.2,spline,spline,1.0
35.0,34.0,solid,Steel 42CrMo4,1.0,1.7,oiled,0.19,93.0,,78754.0,0.4,0.1,0.6,0.0,0.1,0.3,0.0,0.8,key,key,1.0
70.0,84.0,solid,Steel S235,1.0,1.7,oiled,,195.0,,479305.0,0.0,0.4,0.2,0.5,0.1,0.6,0.4,0.6,press,press,1.0
100.0,50.0,solid,Aluminum 7075,0.0,1.6,dry,,255.0,,886217.0,0.5,0.7,0.9,1.0,0.5,0.2,0.4,0.5,press,press,1.0
60.0,76.0,hollow,Bronze CuSn8,1.0,1.8,dry,,170.0,20.0,312019.0,0.2,0.1,0.0,0.0,0.7,0.6,0.9,0.2,press,press,1.0
50.0,59.0,solid,Steel S235,1.0,1.5,oiled,,121.0,,123683.0,0.4,1.0,0.5,0.1,0.0,0.7,0.2,0.5,spline,spline,1.0
35.0,40.0,solid,Cast Iron GG25,1.0,1.2,oiled,,95.0,,50014.0,0.7,1.0,0.5,0.0,0.6,0.1,0.8,0.1,key,key,1.0
30.0,34.0,solid,Steel S235,1.0,1.7,oiled,,76.0,,31195.0,0.3,0.3,0.7,0.4,0.9,0.0,0.9,0.7,key,key,1.0
50.0,52.0,solid,Steel C45,1.0,1.5,dry,,102.0,,62907.0,0.5,0.0,0.8,0.9,0.4,0.8,0.9,0.8,key,key,1.0
190.0,175.0,solid,SteelC45E,1.0,1.8,oiled,,456.0,,9785499.0,0.8,0.9,0.7,0.5,0.2,0.6,0.0,0.7,spline,spline,1.0
50.0,39.0,solid,Steel S235,0.0,1.3,oiled,,107.0,,68649.0,0.7,0.9,0.1,0.2,0.1,0.2,0.7,0.3,spline,spline,1.0
50.0,48.0,solid,Steel E360,1.0,1.7,dry,,135.0,,146443.0,1.0,1.0,0.0,0.9,1.0,0.2,0.9,0.6,spline,spline,1.0
40.0,25.0,solid,Steel S235,0.0,1.5,dry,0.15,88.0,,60462.0,0.4,0.0,0.4,0.5,0.3,0.2,0.9,0.1,key,key,1.0
40.0,41.0,solid,Steel 42CrMo4,1.0,1.7,dry,,110.0,,28339.0,0.6,0.7,1.0,0.0,0.2,0.2,0.2,0.5,key,key,1.0
20.0,23.0,solid,Aluminum 7075,1.0,1.6,dry,0.18,55.0,,10411.0,0.0,0.7,0.6,0.7,0.8,0.9,0.5,0.4,spline,spline,1.0
100.0,127.0,hollow,Stainless 304,1.0,1.7,oiled,0.09,234.0,30.0,1359759.0,0.2,0.1,0.2,0.4,0.0,0.9,0.4,0.8,press,press,1.0
50.0,22.0,solid,Stainless 304,0.0,1.7,oiled,,106.0,,68375.0,1.0,0.9,0.7,0.5,0.5,0.8,0.7,0.5,spline,spline,1.0
20.0,21.0,solid,SteelC45E,1.0,1.8,oiled,,52.0,,13703.0,0.1,0.5,0.3,0.2,0.4,0.6,0.9,0.9,spline,spline,1.0
14.0,9.0,solid,Steel 42CrMo4,0.0,1.6,oiled,,28.0,,3612.0,0.6,0.7,0.2,1.0,0.0,0.5,0.6,0.9,spline,spline,1.0
60.0,59.0,solid,Cast Iron GG25,1.0,1.8,dry,,160.0,,303673.0,0.3,0.9,0.2,0.3,0.9,0.3,0.9,0.8,spline,spline,1.0
70.0,86.0,solid,SteelC45E,1.0,1.9,dry,,164.0,,300100.0,0.4,0.5,0.1,0.8,0.2,0.9,0.3,0.7,spline,spline,1.0
35.0,27.0,hollow,Aluminum 7075,0.0,1.3,oiled,,76.0,17.0,46560.0,0.3,0.4,0.5,0.5,0.3,0.2,0.6,0.5,press,press,1.0
70.0,52.0,hollow,Cast Iron GG25,0.0,1.4,dry,,139.0,37.0,294350.0,0.6,0.8,0.7,0.1,0.2,0.5,0.5,0.1,key,key,1.0
230.0,107.0,solid,Bronze CuSn8,0.0,1.8,dry,,574.0,,13939194.0,0.9,0.7,0.7,0.5,0.0,0.8,0.4,0.8,spline,spline,1.0
80.0,93.0,solid,Steel 42CrMo4,1.0,1.7,dry,,174.0,,495168.0,0.2,1.0,0.2,0.3,0.5,1.0,0.5,0.4,spline,spline,1.0
70.0,74.0,hollow,Stainless 304,1.0,1.5,oiled,,169.0,24.0,245176.0,0.9,0.0,0.7,0.3,0.2,0.0,0.6,0.3,key,key,1.0
20.0,13.0,hollow,Bronze CuSn8,0.0,1.7,dry,,42.0,11.0,3565.0,0.9,0.5,0.8,0.1,0.2,0.2,0.8,0.8,key,key,1.0
90.0,39.0,solid,Cast Iron GG25,0.0,1.5,oiled,,212.0,,317353.0,0.5,0.7,0.6,0.5,0.4,0.8,0.7,1.0,spline,spline,1.0
40.0,47.0,solid,SteelC45E,1.0,1.7,oiled,,111.0,,73410.0,1.0,0.1,0.0,0.2,0.8,0.3,0.6,0.7,spline,spline,1.0
45.0,42.0,solid,Steel 42CrMo4,1.0,1.6,dry,,118.0,,41593.0,0.7,0.5,0.6,1.0,0.4,0.5,0.4,0.9,spline,spline,1.0
190.0,219.0,solid,Steel 16MnCr5,1.0,1.7,oiled,,543.0,,4811915.0,0.7,0.6,0.0,0.4,0.6,0.1,0.6,0.3,spline,spline,1.0
25.0,23.0,solid,Steel 42CrMo4,1.0,1.7,oiled,0.06,61.0,,21683.0,0.8,0.6,0.2,0.4,0.1,0.8,1.0,0.3,spline,spline,1.0
230.0,135.0,solid,SteelC45E,0.0,1.6,oiled,,455.0,,12997070.0,0.8,0.9,0.4,0.6,0.5,0.9,0.2,0.8,spline,spline,1.0
45.0,41.0,solid,Cast Iron GG25,1.0,1.6,dry,,96.0,,77622.0,0.4,0.6,0.9,0.2,0.6,0.0,0.0,0.8,press,press,1.0
30.0,36.0,solid,Steel E360,1.0,1.8,dry,,79.0,,27065.0,0.7,1.0,0.4,0.7,0.5,0.3,0.2,0.5,spline,spline,1.0
20.0,25.0,hollow,Steel E360,1.0,1.5,oiled,,42.0,6.0,3192.0,0.9,0.2,0.1,0.3,0.1,0.3,0.4,0.5,key,key,1.0
30.0,34.0,solid,Bronze CuSn8,1.0,1.7,dry,,60.0,,49575.0,0.0,0.2,0.1,0.9,1.0,0.6,0.6,0.7,spline,spline,1.0
140.0,161.0,solid,Steel C45,1.0,1.5,dry,,309.0,,3826338.0,0.5,0.4,0.7,0.7,0.3,0.6,1.0,0.0,press,press,1.0
120.0,140.0,solid,Steel C45,1.0,1.6,dry,,314.0,,1908320.0,0.1,0.3,0.7,0.8,1.0,0.0,0.6,0.9,spline,spline,1.0
25.0,28.0,solid,Cast Iron GG25,1.0,1.3,oiled,,54.0,,8169.0,0.7,0.9,1.0,0.7,0.8,0.8,0.5,0.3,spline,spline,1.0
25.0,31.0,hollow,SteelC45E,1.0,1.5,oiled,,70.0,10.0,27019.0,0.3,0.7,0.9,1.0,0.1,0.8,0.1,0.2,spline,spline,1.0
25.0,23.0,solid,Aluminum 7075,1.0,1.4,oiled,,68.0,,12670.0,0.8,0.6,0.1,0.2,1.0,0.3,0.5,0.3,spline,spline,1.0
30.0,29.0,solid,Cast Iron GGG40,1.0,1.8,oiled,,78.0,,14652.0,0.5,0.2,0.7,0.6,0.9,0.6,0.1,0.9,spline,spline,1.0
30.0,28.0,solid,SteelC45E,1.0,1.4,dry,,83.0,,36523.0,0.1,0.3,1.0,0.6,0.9,0.0,0.6,0.5,key,key,1.0
170.0,108.0,solid,Steel C45,0.0,1.6,dry,0.2,386.0,,6658557.0,0.8,0.5,0.1,0.3,0.0,0.8,0.8,0.2,spline,spline,1.0
30.0,36.0,solid,Steel 42CrMo4,1.0,1.6,dry,,65.0,,16297.0,0.3,0.8,0.6,0.5,0.1,0.1,0.6,0.3,key,key,1.0
70.0,85.0,hollow,Aluminum 6061,1.0,1.9,dry,,185.0,42.0,538716.0,0.2,1.0,0.0,0.3,0.2,0.6,0.6,0.9,spline,spline,1.0
35.0,28.0,solid,Stainless 304,0.0,1.4,oiled,,70.0,,55465.0,0.2,0.9,0.5,0.1,0.9,0.0,0.7,0.8,spline,spline,1.0
50.0,57.0,solid,Steel 42CrMo4,1.0,1.7,dry,,115.0,,47397.0,0.2,1.0,0.4,0.7,0.2,0.8,0.1,0.0,spline,spline,1.0
90.0,67.0,solid,Aluminum 6061,0.0,1.7,dry,,206.0,,895857.0,0.8,0.2,0.2,0.2,0.2,0.2,0.1,0.7,spline,spline,1.0
60.0,67.0,solid,Steel 42CrMo4,1.0,1.5,dry,,171.0,,150327.0,0.9,0.1,0.5,0.9,0.0,0.0,0.2,0.3,key,key,1.0
16.0,21.0,solid,Stainless 304,1.0,1.6,oiled,,37.0,,5875.0,0.4,0.2,0.0,1.0,0.3,0.7,0.3,0.2,spline,spline,1.0
35.0,41.0,solid,Aluminum 6061,1.0,1.5,oiled,,78.0,,25103.0,0.3,0.8,0.4,0.0,0.2,0.2,0.7,0.3,key,key,1.0
100.0,126.0,hollow,Aluminum 7075,1.0,1.6,dry,,261.0,53.0,1479756.0,0.0,0.8,0.0,0.4,0.0,0.6,0.3,0.1,spline,spline,1.0
90.0,62.0,solid,Aluminum 6061,0.0,1.4,dry,0.17,187.0,,280275.0,0.2,0.8,0.1,0.4,0.2,0.3,0.5,0.0,spline,spline,1.0
20.0,16.0,hollow,Steel S235,0.0,1.8,oiled,,38.0,10.0,11018.0,0.0,0.2,0.5,0.0,0.8,0.3,0.6,1.0,spline,spline,1.0
18.0,22.0,solid,Aluminum 7075,1.0,1.7,oiled,,49.0,,8500.0,0.0,0.8,0.5,0.9,0.1,0.0,0.0,1.0,spline,spline,1.0
20.0,20.0,hollow,Steel 42CrMo4,1.0,1.6,oiled,,46.0,10.0,13943.0,0.6,0.1,0.6,0.1,0.6,0.5,1.0,0.8,key,key,1.0
40.0,36.0,hollow,SteelC45E,1.0,1.6,dry,0.12,108.0,20.0,51627.0,0.1,0.7,0.1,0.9,0.8,0.3,0.2,0.6,spline,spline,1.0
20.0,14.0,solid,Steel 42CrMo4,0.0,1.5,dry,,47.0,,4489.0,0.5,0.2,0.3,0.7,0.3,0.1,0.5,0.4,key,key,1.0
40.0,51.0,solid,Steel C45,1.0,1.7,dry,,111.0,,57687.0,0.3,0.7,1.0,0.8,0.3,0.1,0.1,0.9,spline,spline,1.0
100.0,129.0,solid,Cast Iron GG25,1.0,1.4,dry,,207.0,,410595.0,0.0,0.1,0.8,0.3,0.3,0.2,0.6,0.0,key,key,1.0
20.0,20.0,hollow,Cast Iron GGG40,1.0,1.5,oiled,,57.0,7.0,8820.0,0.8,0.1,0.7,0.7,0.7,0.7,0.6,0.6,key,key,1.0
50.0,58.0,hollow,Steel S235,1.0,2.0,dry,0.09,126.0,25.0,139699.0,0.0,0.0,0.1,0.4,0.5,0.6,0.3,0.7,press,press,1.0
20.0,12.0,solid,SteelC45E,0.0,1.5,dry,,41.0,,3903.0,0.0,0.4,0.2,0.9,1.0,0.7,0.0,0.3,spline,spline,1.0
20.0,25.0,solid,Bronze CuSn8,1.0,1.6,oiled,,43.0,,3326.0,0.2,0.8,0.9,0.1,0.1,0.8,0.0,0.3,spline,spline,1.0
70.0,87.0,solid,Steel E360,1.0,1.6,dry,,158.0,,280867.0,0.9,0.5,0.3,0.7,0.0,0.2,0.0,0.4,spline,spline,1.0
90.0,100.0,solid,Aluminum 7075,1.0,1.6,oiled,,186.0,,565784.0,0.4,0.7,0.9,0.8,0.1,0.9,0.6,0.8,spline,spline,1.0
60.0,66.0,solid,Steel S235,1.0,1.6,oiled,,157.0,,166486.0,0.6,0.9,0.3,0.1,0.3,0.6,0.3,0.9,spline,spline,1.0
40.0,38.0,solid,Steel S235,1.0,1.7,oiled,0.22,85.0,,114485.0,0.7,0.4,0.6,0.0,0.7,0.5,1.0,0.5,key,key,1.0
90.0,88.0,solid,SteelC45E,1.0,1.9,oiled,,209.0,,861445.0,0.6,0.9,0.1,0.4,0.7,1.0,0.2,0.7,spline,spline,1.0
20.0,24.0,solid,Steel 16MnCr5,1.0,1.3,dry,,51.0,,9082.0,0.0,0.9,0.8,0.8,0.4,0.4,0.5,0.2,spline,spline,1.0
60.0,55.0,solid,Steel C45,1.0,1.5,oiled,,154.0,,191401.0,0.2,0.0,0.9,0.3,0.9,0.3,0.5,0.3,key,key,1.0
45.0,56.0,solid,Cast Iron GGG40,1.0,1.5,oiled,,116.0,,71149.0,0.4,0.2,0.8,0.0,0.1,1.0,0.6,0.3,key,key,1.0
30.0,27.0,solid,Stainless 304,1.0,1.7,dry,,79.0,,10774.0,0.9,0.2,0.3,1.0,0.9,0.7,0.0,0.8,spline,spline,1.0
130.0,101.0,solid,Steel S235,0.0,1.5,dry,,281.0,,2730869.0,0.5,0.8,0.3,0.0,0.4,0.8,0.3,0.8,spline,spline,1.0
35.0,20.0,solid,Stainless 304,0.0,1.4,oiled,,78.0,,52320.0,0.6,0.7,0.4,0.8,0.9,0.9,0.4,0.1,spline,spline,1.0
120.0,75.0,solid,Steel 42CrMo4,0.0,1.2,oiled,,288.0,,2274755.0,0.8,0.2,0.6,0.5,0.3,1.0,0.6,0.0,press,press,1.0
40.0,28.0,solid,Steel E360,0.0,1.6,dry,,90.0,,71778.0,0.9,0.4,0.0,0.6,0.7,0.7,1.0,0.0,key,key,1.0
40.0,51.0,solid,Steel C45,1.0,1.8,oiled,,114.0,,74046.0,1.0,0.6,0.9,0.1,0.0,0.8,0.5,0.8,spline,spline,1.0
40.0,43.0,hollow,Cast Iron GG25,1.0,1.4,oiled,,78.0,18.0,46748.0,0.1,0.0,0.5,0.0,0.1,0.7,0.6,0.3,press,press,1.0
50.0,63.0,solid,Bronze CuSn8,1.0,1.7,oiled,,113.0,,186386.0,0.4,0.5,1.0,1.0,0.1,0.2,0.1,0.9,press,press,1.0
25.0,30.0,solid,Bronze CuSn8,1.0,1.6,oiled,,62.0,,24714.0,1.0,0.6,0.5,0.0,0.9,0.2,0.9,0.3,key,key,1.0
60.0,31.0,solid,SteelC45E,0.0,1.6,dry,,129.0,,288519.0,0.3,0.3,0.6,0.4,0.1,0.4,0.9,0.2,press,press,1.0
100.0,119.0,solid,Steel E360,1.0,1.4,oiled,,247.0,,419323.0,0.8,0.4,0.3,0.4,0.8,0.3,0.0,0.2,spline,spline,1.0
190.0,143.0,solid,Steel 42CrMo4,0.0,1.2,dry,,362.0,,3327294.0,0.0,0.5,1.0,0.2,0.4,0.8,1.0,0.0,key,key,1.0
30.0,31.0,solid,Steel 42CrMo4,1.0,1.9,dry,,77.0,,21659.0,0.9,0.3,0.1,0.9,0.3,1.0,0.3,0.5,spline,spline,1.0
100.0,112.0,solid,Steel 42CrMo4,1.0,1.7,oiled,,207.0,,390179.0,0.8,1.0,0.5,0.6,0.8,0.5,0.4,0.6,spline,spline,1.0
30.0,30.0,hollow,Steel E360,1.0,1.8,dry,,78.0,9.0,19009.0,0.8,0.2,0.4,0.2,0.2,0.9,0.4,0.8,spline,spline,1.0
30.0,28.0,hollow,Steel 16MnCr5,1.0,1.7,dry,,67.0,10.0,19050.0,0.5,0.9,0.2,0.7,0.4,0.2,0.2,0.4,spline,spline,1.0
20.0,23.0,solid,Bronze CuSn8,1.0,1.4,dry,,54.0,,5175.0,0.3,1.0,0.6,0.3,0.3,0.0,0.9,0.0,key,key,1.0
45.0,42.0,solid,Cast Iron GG25,1.0,1.5,oiled,,100.0,,83255.0,0.2,0.6,0.6,0.1,0.8,0.2,0.5,0.8,press,press,1.0
35.0,44.0,solid,Steel S235,1.0,1.8,dry,,69.0,,71279.0,0.6,0.7,0.3,0.2,0.7,0.4,0.8,0.9,spline,spline,1.0
170.0,126.0,solid,Cast Iron GG25,0.0,1.8,oiled,,433.0,,4034497.0,0.6,0.5,0.1,0.7,0.6,0.7,0.5,0.9,spline,spline,1.0
120.0,142.0,solid,SteelC45E,1.0,1.7,oiled,,300.0,,2153494.0,1.0,0.9,0.1,0.8,1.0,0.2,0.2,0.5,spline,spline,1.0
45.0,56.0,solid,Steel S235,1.0,1.7,dry,,102.0,,86502.0,0.8,0.3,0.6,0.2,0.9,0.8,0.0,0.5,spline,spline,1.0
30.0,30.0,solid,Cast Iron GG25,1.0,1.9,dry,,65.0,,24000.0,0.1,0.3,0.2,0.8,0.0,0.8,0.4,0.9,spline,spline,1.0
40.0,31.0,solid,Aluminum 6061,0.0,1.7,oiled,,88.0,,33375.0,0.5,0.7,0.6,0.0,0.8,0.1,0.8,1.0,spline,spline,1.0
90.0,114.0,solid,Steel 42CrMo4,1.0,1.5,oiled,,228.0,,787171.0,0.1,0.7,0.3,0.0,0.0,0.1,0.9,0.1,key,key,1.0
100.0,101.0,hollow,Stainless 304,1.0,1.6,dry,,194.0,35.0,980269.0,0.4,0.7,0.8,0.6,0.6,0.2,1.0,0.8,key,key,1.0
25.0,26.0,solid,Steel S235,1.0,1.5,dry,,70.0,,18627.0,0.3,0.4,0.6,0.1,0.5,0.0,0.6,0.6,key,key,1.0
45.0,29.0,solid,Cast Iron GGG40,0.0,1.5,oiled,,98.0,,127667.0,0.3,0.3,0.0,0.4,0.7,1.0,0.7,0.0,press,press,1.0
50.0,57.0,solid,Aluminum 6061,1.0,1.8,oiled,,127.0,,108854.0,0.5,0.0,0.3,0.5,0.4,0.3,0.5,1.0,press,press,1.0
30.0,17.0,solid,Cast Iron GGG40,0.0,1.6,dry,,55.0,,32929.0,0.9,0.7,0.0,0.3,0.2,0.6,1.0,0.3,key,key,1.0
45.0,44.0,hollow,Cast Iron GGG40,1.0,1.5,oiled,,93.0,19.0,117846.0,0.1,0.1,0.0,0.8,0.4,0.7,0.3,0.5,press,press,1.0
210.0,272.0,solid,Steel E360,1.0,1.6,oiled,,449.0,,6305677.0,0.5,0.5,0.7,0.5,0.9,1.0,1.0,0.6,press,press,1.0
40.0,49.0,solid,Steel 42CrMo4,1.0,1.7,dry,,106.0,,69723.0,0.5,0.5,0.9,0.5,0.6,0.9,0.7,0.1,key,key,1.0
40.0,41.0,solid,SteelC45E,1.0,1.6,oiled,,92.0,,77703.0,0.9,0.9,0.1,0.3,0.2,0.0,1.0,0.2,key,key,1.0
70.0,43.0,solid,Steel C45,0.0,1.7,dry,0.15,141.0,,155614.0,0.5,0.4,0.3,0.3,0.7,0.5,0.4,0.8,spline,spline,1.0
20.0,19.0,solid,Stainless 304,1.0,1.3,dry,0.23,44.0,,10101.0,0.3,1.0,0.6,1.0,0.8,0.1,0.7,0.0,key,key,1.0
110.0,113.0,hollow,Steel C45,1.0,1.6,dry,,227.0,44.0,648439.0,0.7,0.7,0.1,0.2,0.4,0.1,0.0,0.6,spline,spline,1.0
60.0,59.0,hollow,Aluminum 6061,1.0,1.4,dry,,123.0,30.0,139683.0,0.0,0.6,0.2,0.2,0.0,0.2,0.4,0.0,key,key,1.0
18.0,10.0,hollow,SteelC45E,0.0,1.6,oiled,,34.0,5.0,5355.0,0.3,0.9,0.4,0.7,0.3,0.1,0.1,0.7,spline,spline,1.0
45.0,44.0,solid,Steel E360,1.0,1.7,dry,,111.0,,98162.0,1.0,0.1,0.2,1.0,0.6,0.4,0.0,0.6,spline,spline,1.0
60.0,29.0,hollow,Steel C45,0.0,1.7,dry,,153.0,32.0,222085.0,0.3,0.4,0.7,0.7,0.7,0.5,0.6,0.7,press,press,1.0
60.0,57.0,solid,Aluminum 6061,1.0,1.8,dry,,143.0,,213493.0,0.9,0.4,0.5,0.8,0.7,0.7,0.1,1.0,spline,spline,1.0
30.0,36.0,solid,Stainless 304,1.0,1.5,dry,,73.0,,42229.0,0.7,0.3,0.9,0.2,0.3,1.0,0.3,0.1,key,key,1.0
90.0,102.0,hollow,Steel C45,1.0,1.5,oiled,,244.0,46.0,256603.0,0.8,0.4,0.4,0.7,0.6,1.0,0.4,0.1,spline,spline,1.0
35.0,38.0,solid,Bronze CuSn8,1.0,1.6,dry,,79.0,,28182.0,0.3,0.9,1.0,0.3,0.5,0.6,0.0,0.1,spline,spline,1.0
70.0,33.0,solid,Steel 42CrMo4,0.0,1.7,dry,,161.0,,374646.0,0.3,0.7,0.5,0.9,0.4,0.6,0.3,0.7,spline,spline,1.0
110.0,76.0,solid,Steel C45,0.0,1.3,dry,,271.0,,1338503.0,0.5,0.9,0.8,0.6,0.5,0.8,0.3,0.3,spline,spline,1.0
30.0,38.0,solid,Aluminum 6061,1.0,1.6,oiled,,83.0,,39515.0,0.0,0.5,0.8,0.5,0.6,0.5,0.8,0.9,press,press,1.0
25.0,23.0,solid,Bronze CuSn8,1.0,1.7,dry,,66.0,,12026.0,0.9,0.0,0.5,0.8,0.0,0.4,0.0,0.5,key,key,1.0
35.0,37.0,solid,Cast Iron GGG40,1.0,1.6,oiled,,85.0,,30010.0,0.0,0.0,0.4,0.9,0.0,0.7,0.0,0.4,spline,spline,1.0
40.0,46.0,solid,Steel 16MnCr5,1.0,1.5,oiled,,98.0,,99070.0,0.0,0.9,1.0,0.2,0.7,1.0,0.3,0.2,spline,spline,1.0
30.0,20.0,solid,Steel 42CrMo4,0.0,1.2,oiled,0.19,66.0,,13476.0,0.5,1.0,1.0,0.8,0.7,1.0,0.1,0.1,spline,spline,1.0
35.0,43.0,solid,Aluminum 7075,1.0,1.5,oiled,0.23,72.0,,63689.0,0.5,0.7,0.2,0.0,0.8,0.1,0.9,0.1,key,key,1.0
40.0,43.0,solid,Steel E360,1.0,1.6,oiled,,92.0,,116503.0,0.6,0.6,0.0,0.2,0.0,0.3,0.7,0.0,key,key,1.0
30.0,29.0,solid,Steel S235,1.0,1.5,oiled,,64.0,,41163.0,0.9,0.4,0.2,0.8,1.0,0.0,0.7,0.5,key,key,1.0
45.0,56.0,solid,Aluminum 6061,1.0,1.8,oiled,,122.0,,35094.0,0.5,0.5,0.5,0.7,0.4,0.5,0.2,0.9,spline,spline,1.0
80.0,78.0,solid,Cast Iron GG25,1.0,1.6,dry,0.06,199.0,,650704.0,0.9,1.0,0.3,0.6,1.0,0.9,0.8,0.4,spline,spline,1.0
30.0,37.0,solid,Steel S235,1.0,1.6,oiled,,74.0,,44459.0,0.7,0.9,0.1,0.2,0.9,0.5,0.0,0.4,spline,spline,1.0
120.0,138.0,hollow,Steel S235,1.0,1.4,dry,,272.0,69.0,1738520.0,0.9,0.9,0.6,0.2,0.0,0.0,0.2,0.2,key,key,1.0
20.0,23.0,solid,Stainless 304,1.0,1.5,oiled,,55.0,,7196.0,0.3,0.3,0.7,0.0,0.2,0.4,0.1,0.6,key,key,1.0
20.0,10.0,solid,Bronze CuSn8,0.0,1.9,dry,,51.0,,9605.0,0.0,0.8,0.8,0.0,0.9,0.4,0.8,0.6,spline,spline,1.0
50.0,56.0,hollow,Steel S235,1.0,1.5,oiled,,108.0,29.0,47721.0,0.3,0.0,0.9,0.5,0.0,0.7,0.9,0.0,key,key,1.0
40.0,38.0,solid,Steel E360,1.0,1.6,dry,,115.0,,31824.0,0.2,0.4,0.9,0.8,0.5,0.9,0.4,0.6,spline,spline,1.0
25.0,17.0,solid,Bronze CuSn8,0.0,1.6,dry,,60.0,,23177.0,0.7,0.2,0.8,0.5,1.0,0.9,0.7,1.0,spline,spline,1.0
50.0,54.0,solid,Aluminum 6061,1.0,1.6,oiled,,107.0,,49030.0,0.1,0.2,0.1,0.4,0.7,0.2,0.8,0.7,press,press,1.0
60.0,65.0,solid,Bronze CuSn8,1.0,1.4,oiled,,129.0,,262477.0,0.1,0.6,0.5,0.2,0.1,0.2,0.8,0.5,key,key,1.0
40.0,19.0,solid,Steel 42CrMo4,0.0,1.5,oiled,,73.0,,60493.0,0.8,0.6,0.3,0.8,0.5,0.6,0.9,0.6,spline,spline,1.0
60.0,55.0,solid,Steel 42CrMo4,1.0,1.5,dry,,160.0,,128398.0,1.0,0.0,0.3,0.0,0.7,0.3,0.5,0.3,key,key,1.0
30.0,29.0,hollow,Aluminum 6061,1.0,1.5,dry,0.11,80.0,17.0,22402.0,0.2,0.8,0.6,0.0,0.6,0.9,0.8,0.4,spline,spline,1.0
25.0,31.0,solid,Bronze CuSn8,1.0,1.8,dry,,58.0,,21097.0,0.3,0.6,0.8,0.0,0.1,0.6,0.9,1.0,key,key,1.0
25.0,28.0,hollow,Cast Iron GG25,1.0,1.7,oiled,,60.0,11.0,28808.0,0.9,0.7,0.1,0.9,0.1,0.1,0.6,0.3,key,key,1.0
100.0,116.0,hollow,SteelC45E,1.0,2.0,dry,,225.0,46.0,599739.0,0.4,1.0,0.4,0.5,0.9,0.9,0.6,0.8,spline,spline,1.0
30.0,30.0,solid,Steel E360,1.0,1.6,oiled,,83.0,,44438.0,0.5,0.0,0.2,0.0,0.3,0.5,1.0,0.0,key,key,1.0
35.0,40.0,solid,Steel S235,1.0,1.6,dry,,80.0,,71893.0,0.4,0.8,0.1,0.3,0.8,0.8,0.6,0.5,spline,spline,1.0
25.0,25.0,solid,Stainless 304,1.0,1.7,oiled,0.13,69.0,,11551.0,0.2,0.4,0.8,0.0,0.6,0.7,0.0,1.0,spline,spline,1.0
110.0,128.0,solid,Bronze CuSn8,1.0,1.4,oiled,0.18,292.0,,1189422.0,0.1,0.4,1.0,0.0,0.2,0.4,0.0,1.0,press,press,1.0
45.0,54.0,solid,SteelC45E,1.0,1.8,dry,,91.0,,35536.0,0.0,0.3,0.2,0.1,0.8,0.8,0.9,0.5,spline,spline,1.0
170.0,172.0,solid,Steel C45,1.0,1.9,dry,,431.0,,2495332.0,0.6,0.6,1.0,0.6,0.5,0.0,0.3,0.9,spline,spline,1.0
120.0,52.0,solid,Steel 42CrMo4,0.0,1.5,oiled,,292.0,,1568956.0,0.0,1.0,0.9,0.8,1.0,0.7,0.7,0.5,press,press,1.0
50.0,25.0,solid,SteelC45E,0.0,1.3,oiled,,98.0,,109906.0,0.1,1.0,0.9,0.4,0.2,1.0,0.1,0.3,spline,spline,1.0
100.0,118.0,solid,SteelC45E,1.0,1.5,oiled,,216.0,,694956.0,0.9,0.1,0.9,0.4,0.3,0.7,0.0,0.7,key,key,1.0
35.0,38.0,solid,Stainless 304,1.0,1.6,dry,,92.0,,29245.0,0.5,0.1,0.6,0.6,0.3,0.9,0.9,0.3,key,key,1.0
25.0,25.0,solid,Cast Iron GGG40,1.0,1.5,oiled,,63.0,,7100.0,0.0,1.0,0.2,0.6,0.2,0.0,0.1,0.0,spline,spline,1.0
18.0,9.0,solid,Steel 16MnCr5,0.0,1.6,dry,,44.0,,9819.0,0.4,0.1,0.7,0.1,0.7,0.8,0.4,0.9,spline,spline,1.0
35.0,44.0,solid,Steel C45,1.0,1.7,dry,,84.0,,36205.0,0.0,1.0,0.3,0.4,0.9,0.3,0.7,0.7,spline,spline,1.0
25.0,24.0,hollow,Cast Iron GG25,1.0,1.6,dry,0.22,52.0,15.0,16534.0,0.3,0.8,0.8,1.0,0.3,0.0,0.3,0.3,key,key,1.0
70.0,83.0,solid,Cast Iron GGG40,1.0,1.7,dry,,163.0,,276801.0,0.4,0.2,0.5,0.9,0.8,1.0,0.5,1.0,spline,spline,1.0
35.0,37.0,hollow,Steel S235,1.0,1.7,dry,,91.0,13.0,48714.0,0.4,0.6,0.0,0.2,0.9,0.4,0.3,0.6,spline,spline,1.0
25.0,29.0,hollow,Bronze CuSn8,1.0,2.0,oiled,,62.0,9.0,26926.0,0.3,0.1,0.3,0.4,1.0,0.3,0.1,0.7,press,press,1.0
25.0,24.0,solid,Aluminum 6061,1.0,1.7,dry,,65.0,,26005.0,0.6,0.0,0.2,0.0,0.5,0.6,0.4,0.6,press,press,1.0
